,Winner,Pegs removed
8912,2,"[[(4, 0)], [(2, 1)], [(3, 3)], [(1, 4)], [(0, 2), (2, 2), (1, 2)], [(0, 0), (3, 0)], [(4, 4)], [(2, 3)]]"
8913,1,"[[(4, 4)], [(3, 3), (2, 3)], [(2, 2), (0, 2)], [(1, 4)], [(1, 2)], [(3, 0), (4, 0), (0, 0)], [(2, 1)]]"
8914,2,"[[(2, 2)], [(2, 3), (3, 3)], [(4, 4), (1, 4)], [(3, 0)], [(4, 0)], [(2, 1)], [(1, 2), (0, 2)], [(0, 0)]]"
8915,1,"[[(0, 0), (0, 2)], [(2, 1)], [(2, 3)], [(3, 3)], [(4, 0)], [(3, 0)], [(1, 2)], [(2, 2)], [(1, 4), (4, 4)]]"
8916,1,"[[(2, 1)], [(0, 2), (0, 0)], [(4, 4)], [(3, 0)], [(3, 3)], [(4, 0)], [(2, 3)], [(1, 4)], [(1, 2), (2, 2)]]"
8917,1,"[[(0, 2), (0, 0)], [(2, 3), (2, 1), (2, 2)], [(4, 4), (4, 0)], [(1, 4), (1, 2)], [(3, 0), (3, 3)]]"
8918,2,"[[(2, 1)], [(0, 0), (0, 2)], [(1, 2)], [(1, 4)], [(3, 3)], [(2, 3)], [(4, 4)], [(4, 0)], [(2, 2)], [(3, 0)]]"
8919,1,"[[(4, 4), (4, 0)], [(2, 2)], [(2, 1)], [(0, 0)], [(3, 3)], [(2, 3)], [(3, 0)], [(0, 2)], [(1, 2), (1, 4)]]"
8920,2,"[[(4, 0)], [(2, 1)], [(4, 4), (1, 4)], [(1, 2)], [(3, 0), (0, 0)], [(0, 2)], [(2, 2)], [(2, 3), (3, 3)]]"
8921,1,"[[(1, 4), (4, 4)], [(0, 0)], [(2, 1)], [(4, 0)], [(3, 3), (2, 3)], [(3, 0)], [(0, 2), (1, 2), (2, 2)]]"
8922,1,"[[(3, 0), (0, 0)], [(1, 2), (2, 2)], [(3, 3)], [(2, 1)], [(2, 3)], [(4, 4)], [(4, 0)], [(1, 4)], [(0, 2)]]"
8923,1,"[[(2, 3), (2, 2)], [(0, 2)], [(1, 4)], [(1, 2)], [(3, 3)], [(2, 1)], [(0, 0)], [(4, 4)], [(3, 0), (4, 0)]]"
8924,1,"[[(1, 4)], [(0, 2)], [(2, 1)], [(0, 0)], [(2, 3)], [(3, 3)], [(4, 0), (3, 0)], [(4, 4)], [(1, 2), (2, 2)]]"
8925,2,"[[(3, 3), (3, 0)], [(1, 2), (1, 4)], [(2, 3)], [(0, 0)], [(4, 4)], [(2, 1)], [(4, 0)], [(0, 2), (2, 2)]]"
8926,2,"[[(0, 2), (0, 0)], [(1, 2)], [(2, 2)], [(2, 1)], [(4, 4)], [(1, 4)], [(2, 3)], [(3, 0)], [(3, 3)], [(4, 0)]]"
8927,1,"[[(2, 3), (2, 1), (2, 2)], [(0, 2)], [(3, 0)], [(1, 2)], [(3, 3)], [(4, 0), (0, 0)], [(1, 4), (4, 4)]]"
8928,2,"[[(4, 0), (4, 4)], [(2, 3)], [(3, 3)], [(2, 2), (2, 1)], [(0, 2), (1, 2)], [(0, 0)], [(1, 4)], [(3, 0)]]"
8929,2,"[[(2, 1)], [(4, 0)], [(4, 4)], [(3, 3), (2, 3)], [(3, 0), (0, 0)], [(2, 2)], [(1, 4)], [(0, 2), (1, 2)]]"
8930,1,"[[(1, 4)], [(2, 3)], [(3, 0), (3, 3)], [(2, 1)], [(1, 2), (2, 2)], [(0, 2), (0, 0)], [(4, 0), (4, 4)]]"
8931,1,"[[(0, 0), (0, 2)], [(1, 2)], [(2, 2)], [(3, 0), (4, 0)], [(2, 3)], [(2, 1)], [(1, 4)], [(4, 4)], [(3, 3)]]"
8932,2,"[[(2, 2), (2, 1), (2, 3)], [(4, 4), (1, 4)], [(4, 0)], [(3, 0), (3, 3)], [(1, 2)], [(0, 0), (0, 2)]]"
8933,2,"[[(2, 2)], [(3, 0)], [(4, 4), (1, 4)], [(3, 3)], [(4, 0)], [(2, 3), (2, 1)], [(0, 0)], [(0, 2), (1, 2)]]"
8934,1,"[[(1, 2), (2, 2), (0, 2)], [(4, 4), (4, 0)], [(1, 4)], [(2, 1)], [(0, 0)], [(3, 3), (3, 0)], [(2, 3)]]"
8935,2,"[[(2, 2), (1, 2)], [(4, 4), (1, 4)], [(4, 0), (3, 0), (0, 0)], [(3, 3)], [(2, 3), (2, 1)], [(0, 2)]]"
8936,1,"[[(2, 1)], [(0, 0), (4, 0), (3, 0)], [(3, 3)], [(2, 2), (2, 3)], [(4, 4)], [(0, 2)], [(1, 2), (1, 4)]]"
8937,2,"[[(0, 0)], [(4, 0), (3, 0)], [(2, 3), (2, 1), (2, 2)], [(1, 4)], [(3, 3)], [(1, 2)], [(4, 4)], [(0, 2)]]"
8938,2,"[[(1, 4)], [(3, 0)], [(4, 4)], [(0, 2)], [(2, 1)], [(2, 3), (3, 3)], [(4, 0), (0, 0)], [(1, 2), (2, 2)]]"
8939,1,"[[(4, 4), (4, 0)], [(3, 0)], [(1, 4), (1, 2)], [(2, 1), (2, 3), (2, 2)], [(0, 0)], [(0, 2)], [(3, 3)]]"
8940,2,"[[(4, 0)], [(1, 2), (1, 4)], [(4, 4)], [(2, 1)], [(2, 2), (2, 3)], [(3, 0), (0, 0)], [(0, 2)], [(3, 3)]]"
8941,2,"[[(2, 3)], [(4, 4)], [(2, 2), (2, 1)], [(4, 0)], [(0, 0), (0, 2)], [(3, 3)], [(3, 0)], [(1, 2), (1, 4)]]"
8942,2,"[[(1, 4), (1, 2)], [(3, 3)], [(3, 0)], [(2, 3)], [(4, 4)], [(0, 0)], [(2, 1)], [(2, 2)], [(0, 2)], [(4, 0)]]"
8943,1,"[[(0, 0), (0, 2)], [(4, 4)], [(1, 4)], [(3, 3), (2, 3)], [(2, 1)], [(2, 2)], [(3, 0)], [(4, 0)], [(1, 2)]]"
8944,2,"[[(2, 2), (1, 2)], [(1, 4)], [(4, 4)], [(2, 1)], [(3, 3)], [(0, 2)], [(3, 0)], [(0, 0)], [(2, 3)], [(4, 0)]]"
8945,1,"[[(4, 4)], [(3, 3), (2, 3)], [(2, 2), (1, 2), (0, 2)], [(3, 0)], [(0, 0), (4, 0)], [(2, 1)], [(1, 4)]]"
8946,2,"[[(1, 4), (1, 2)], [(3, 3), (3, 0)], [(2, 2)], [(0, 0), (0, 2)], [(2, 1), (2, 3)], [(4, 0), (4, 4)]]"
8947,1,"[[(2, 1)], [(2, 3)], [(0, 2), (0, 0)], [(3, 3)], [(2, 2)], [(4, 0)], [(3, 0)], [(1, 2)], [(1, 4), (4, 4)]]"
8948,2,"[[(2, 2), (2, 1), (2, 3)], [(4, 0), (0, 0)], [(3, 0), (3, 3)], [(1, 2)], [(0, 2)], [(1, 4), (4, 4)]]"
8949,1,"[[(3, 3)], [(2, 3)], [(2, 1)], [(0, 2), (0, 0)], [(2, 2)], [(3, 0)], [(4, 0)], [(4, 4)], [(1, 2), (1, 4)]]"
8950,1,"[[(2, 3), (3, 3)], [(1, 2)], [(1, 4)], [(4, 0)], [(2, 1)], [(3, 0), (0, 0)], [(0, 2)], [(2, 2)], [(4, 4)]]"
8951,1,"[[(2, 3)], [(2, 2), (2, 1)], [(0, 2)], [(4, 4), (4, 0)], [(0, 0)], [(3, 0), (3, 3)], [(1, 2), (1, 4)]]"
8952,2,"[[(2, 3), (3, 3)], [(1, 4), (4, 4)], [(3, 0)], [(2, 1)], [(4, 0)], [(1, 2)], [(2, 2)], [(0, 0), (0, 2)]]"
8953,2,"[[(3, 3), (2, 3)], [(4, 4), (4, 0)], [(1, 2)], [(2, 1)], [(2, 2), (0, 2)], [(3, 0)], [(1, 4)], [(0, 0)]]"
8954,1,"[[(2, 3), (3, 3)], [(2, 1)], [(2, 2)], [(3, 0), (0, 0)], [(1, 4), (1, 2)], [(0, 2)], [(4, 0), (4, 4)]]"
8955,2,"[[(4, 0), (0, 0)], [(2, 1), (2, 2)], [(0, 2)], [(2, 3)], [(3, 3)], [(4, 4), (1, 4)], [(1, 2)], [(3, 0)]]"
8956,2,"[[(2, 1)], [(4, 4), (1, 4)], [(3, 3)], [(1, 2), (2, 2), (0, 2)], [(2, 3)], [(0, 0), (3, 0), (4, 0)]]"
8957,2,"[[(4, 0), (3, 0)], [(4, 4), (1, 4)], [(0, 0)], [(2, 1)], [(2, 3), (3, 3)], [(0, 2), (1, 2), (2, 2)]]"
8958,1,"[[(0, 2), (1, 2)], [(0, 0)], [(4, 4)], [(1, 4)], [(4, 0)], [(3, 0)], [(2, 1)], [(2, 3), (3, 3)], [(2, 2)]]"
8959,2,"[[(0, 2), (2, 2)], [(2, 1), (2, 3)], [(3, 3), (3, 0)], [(4, 4)], [(0, 0)], [(1, 2)], [(1, 4)], [(4, 0)]]"
8960,2,"[[(3, 3)], [(2, 1)], [(1, 4), (4, 4)], [(0, 2)], [(1, 2)], [(3, 0)], [(4, 0)], [(2, 2)], [(0, 0)], [(2, 3)]]"
8961,1,"[[(1, 2), (1, 4)], [(0, 2), (2, 2)], [(3, 3)], [(4, 4)], [(4, 0)], [(2, 3)], [(0, 0)], [(2, 1)], [(3, 0)]]"
8962,2,"[[(2, 1)], [(4, 4), (1, 4)], [(4, 0)], [(0, 0)], [(2, 2)], [(3, 0)], [(1, 2)], [(3, 3)], [(2, 3)], [(0, 2)]]"
8963,1,"[[(2, 3), (3, 3)], [(1, 4), (4, 4)], [(1, 2)], [(2, 1)], [(0, 0)], [(4, 0), (3, 0)], [(0, 2), (2, 2)]]"
8964,2,"[[(2, 3), (3, 3)], [(2, 2), (1, 2)], [(4, 4)], [(1, 4)], [(3, 0)], [(2, 1)], [(0, 2)], [(0, 0), (4, 0)]]"
8965,2,"[[(3, 0), (3, 3)], [(2, 1), (2, 3)], [(1, 4)], [(4, 4)], [(0, 2), (1, 2), (2, 2)], [(0, 0), (4, 0)]]"
8966,2,"[[(0, 2)], [(2, 2), (1, 2)], [(1, 4)], [(2, 1)], [(4, 0)], [(2, 3), (3, 3)], [(4, 4)], [(0, 0), (3, 0)]]"
8967,1,"[[(2, 3), (2, 1)], [(4, 0), (3, 0), (0, 0)], [(3, 3)], [(1, 2), (1, 4)], [(0, 2)], [(2, 2)], [(4, 4)]]"
8968,2,"[[(2, 1), (2, 2)], [(3, 0)], [(1, 2)], [(4, 0), (0, 0)], [(4, 4)], [(0, 2)], [(1, 4)], [(2, 3), (3, 3)]]"
8969,1,"[[(0, 2), (0, 0)], [(3, 3)], [(1, 2)], [(2, 2), (2, 1)], [(4, 0)], [(3, 0)], [(1, 4)], [(4, 4)], [(2, 3)]]"
8970,2,"[[(2, 3), (2, 2), (2, 1)], [(0, 2)], [(1, 4), (4, 4)], [(3, 3)], [(3, 0)], [(0, 0)], [(4, 0)], [(1, 2)]]"
8971,2,"[[(4, 4)], [(3, 0)], [(1, 4)], [(1, 2)], [(0, 0)], [(2, 3)], [(0, 2)], [(4, 0)], [(3, 3)], [(2, 1), (2, 2)]]"
8972,1,"[[(2, 3), (3, 3)], [(2, 1)], [(1, 2)], [(1, 4)], [(3, 0)], [(4, 0)], [(4, 4)], [(0, 0)], [(0, 2), (2, 2)]]"
8973,2,"[[(4, 4), (1, 4)], [(2, 2), (1, 2), (0, 2)], [(0, 0)], [(2, 3)], [(3, 0)], [(2, 1)], [(3, 3)], [(4, 0)]]"
8974,1,"[[(4, 4), (4, 0)], [(0, 2), (2, 2), (1, 2)], [(2, 1)], [(3, 3), (2, 3)], [(3, 0)], [(0, 0)], [(1, 4)]]"
8975,1,"[[(0, 0)], [(2, 1)], [(4, 0), (4, 4)], [(1, 4)], [(3, 0)], [(1, 2)], [(0, 2)], [(3, 3)], [(2, 2), (2, 3)]]"
8976,2,"[[(4, 0), (0, 0), (3, 0)], [(1, 4), (1, 2)], [(4, 4)], [(0, 2)], [(2, 2)], [(2, 3)], [(2, 1)], [(3, 3)]]"
8977,1,"[[(2, 1), (2, 3), (2, 2)], [(0, 0)], [(1, 2), (0, 2)], [(3, 0)], [(4, 4), (1, 4)], [(4, 0)], [(3, 3)]]"
8978,1,"[[(2, 3), (2, 2)], [(2, 1)], [(3, 3)], [(1, 2)], [(3, 0)], [(0, 2)], [(4, 4)], [(1, 4)], [(0, 0), (4, 0)]]"
8979,1,"[[(3, 3), (2, 3)], [(4, 0), (3, 0)], [(2, 1)], [(1, 2), (1, 4)], [(0, 0)], [(4, 4)], [(0, 2), (2, 2)]]"
8980,2,"[[(1, 2)], [(0, 2)], [(1, 4)], [(2, 2)], [(2, 1)], [(3, 3), (2, 3)], [(4, 0), (0, 0), (3, 0)], [(4, 4)]]"
8981,1,"[[(2, 3), (2, 2)], [(1, 2)], [(3, 0)], [(1, 4)], [(3, 3)], [(4, 0), (0, 0)], [(4, 4)], [(0, 2)], [(2, 1)]]"
8982,2,"[[(2, 3), (2, 2)], [(1, 2)], [(0, 0), (4, 0)], [(0, 2)], [(2, 1)], [(4, 4)], [(1, 4)], [(3, 0), (3, 3)]]"
8983,2,"[[(4, 0), (4, 4)], [(0, 0), (0, 2)], [(1, 4)], [(2, 2), (2, 1)], [(1, 2)], [(3, 3)], [(3, 0)], [(2, 3)]]"
8984,2,"[[(3, 0), (0, 0), (4, 0)], [(2, 1)], [(0, 2)], [(2, 2), (1, 2)], [(3, 3)], [(4, 4)], [(2, 3)], [(1, 4)]]"
8985,2,"[[(0, 2), (0, 0)], [(3, 3)], [(1, 2)], [(4, 4)], [(2, 1)], [(1, 4)], [(2, 2), (2, 3)], [(3, 0), (4, 0)]]"
8986,1,"[[(4, 4)], [(4, 0)], [(3, 0)], [(2, 2)], [(3, 3)], [(0, 2), (1, 2)], [(0, 0)], [(1, 4)], [(2, 1), (2, 3)]]"
8987,2,"[[(1, 2)], [(0, 2)], [(4, 0), (4, 4)], [(2, 2)], [(1, 4)], [(2, 3)], [(2, 1)], [(3, 0)], [(3, 3)], [(0, 0)]]"
8988,1,"[[(2, 1)], [(4, 4), (1, 4)], [(0, 0)], [(0, 2)], [(1, 2)], [(3, 0)], [(3, 3)], [(4, 0)], [(2, 2), (2, 3)]]"
8989,2,"[[(4, 0), (4, 4)], [(0, 0), (3, 0)], [(1, 4)], [(2, 3), (3, 3)], [(2, 1)], [(0, 2), (1, 2), (2, 2)]]"
8990,1,"[[(3, 3), (2, 3)], [(4, 4)], [(1, 4)], [(2, 1)], [(4, 0)], [(1, 2)], [(3, 0)], [(0, 2), (0, 0)], [(2, 2)]]"
8991,2,"[[(3, 0)], [(3, 3)], [(4, 4), (4, 0)], [(2, 1), (2, 3)], [(0, 0)], [(1, 2), (0, 2)], [(2, 2)], [(1, 4)]]"
8992,1,"[[(2, 2), (2, 3)], [(0, 0), (4, 0), (3, 0)], [(3, 3)], [(1, 4)], [(2, 1)], [(0, 2), (1, 2)], [(4, 4)]]"
8993,1,"[[(3, 3), (2, 3)], [(0, 0)], [(1, 4)], [(4, 4)], [(2, 1)], [(1, 2), (2, 2)], [(3, 0)], [(4, 0)], [(0, 2)]]"
8994,2,"[[(2, 1), (2, 2)], [(0, 2)], [(1, 4)], [(4, 4), (4, 0)], [(2, 3)], [(0, 0), (3, 0)], [(1, 2)], [(3, 3)]]"
8995,1,"[[(3, 3)], [(4, 4)], [(2, 1)], [(2, 3)], [(0, 2)], [(1, 2), (2, 2)], [(3, 0), (0, 0)], [(4, 0)], [(1, 4)]]"
8996,1,"[[(1, 4)], [(3, 3), (3, 0)], [(4, 4)], [(4, 0)], [(0, 0)], [(0, 2), (1, 2)], [(2, 1), (2, 2), (2, 3)]]"
8997,2,"[[(2, 2), (2, 1), (2, 3)], [(4, 4)], [(1, 4)], [(1, 2)], [(0, 2)], [(0, 0)], [(4, 0)], [(3, 0), (3, 3)]]"
8998,2,"[[(2, 2), (2, 3)], [(2, 1)], [(3, 3)], [(3, 0)], [(0, 2), (0, 0)], [(1, 4), (4, 4)], [(1, 2)], [(4, 0)]]"
8999,1,"[[(0, 2)], [(0, 0)], [(2, 1)], [(3, 0), (4, 0)], [(3, 3)], [(4, 4)], [(1, 4)], [(2, 3)], [(1, 2), (2, 2)]]"
9000,1,"[[(1, 2)], [(3, 3)], [(3, 0)], [(2, 3)], [(4, 0)], [(0, 2)], [(0, 0)], [(1, 4)], [(2, 1)], [(2, 2)], [(4, 4)]]"
9001,2,"[[(3, 0)], [(0, 0)], [(4, 0)], [(1, 4)], [(0, 2)], [(2, 1)], [(3, 3)], [(4, 4)], [(2, 3)], [(1, 2), (2, 2)]]"
9002,2,"[[(3, 3), (3, 0)], [(0, 0), (0, 2)], [(2, 2), (2, 3)], [(1, 2)], [(4, 4)], [(1, 4)], [(4, 0)], [(2, 1)]]"
9003,1,"[[(2, 1)], [(4, 4)], [(2, 2)], [(1, 4), (1, 2)], [(4, 0)], [(0, 2)], [(0, 0)], [(3, 0)], [(2, 3), (3, 3)]]"
9004,1,"[[(2, 1)], [(0, 2), (0, 0)], [(1, 4), (4, 4)], [(1, 2)], [(4, 0)], [(2, 3), (2, 2)], [(3, 0), (3, 3)]]"
9005,2,"[[(4, 4), (1, 4)], [(2, 3), (3, 3)], [(4, 0)], [(2, 1), (2, 2)], [(1, 2), (0, 2)], [(0, 0), (3, 0)]]"
9006,1,"[[(1, 4), (1, 2)], [(3, 0), (4, 0), (0, 0)], [(2, 3), (2, 1)], [(0, 2)], [(2, 2)], [(4, 4)], [(3, 3)]]"
9007,1,"[[(1, 2), (1, 4)], [(4, 0), (4, 4)], [(3, 0)], [(2, 1)], [(2, 3)], [(0, 0)], [(0, 2)], [(2, 2)], [(3, 3)]]"
9008,2,"[[(2, 1)], [(1, 4)], [(3, 3)], [(1, 2)], [(2, 3)], [(4, 4)], [(2, 2)], [(3, 0)], [(4, 0)], [(0, 0), (0, 2)]]"
9009,1,"[[(2, 3)], [(2, 2), (0, 2), (1, 2)], [(4, 0)], [(3, 0), (0, 0)], [(3, 3)], [(4, 4), (1, 4)], [(2, 1)]]"
9010,2,"[[(4, 4), (4, 0)], [(2, 3)], [(1, 4), (1, 2)], [(2, 2), (0, 2)], [(3, 3)], [(3, 0)], [(0, 0)], [(2, 1)]]"
9011,1,"[[(0, 2), (0, 0)], [(2, 1), (2, 2), (2, 3)], [(1, 2)], [(4, 4)], [(1, 4)], [(4, 0)], [(3, 0), (3, 3)]]"
9012,1,"[[(3, 0)], [(2, 1)], [(2, 3), (3, 3)], [(1, 2), (2, 2)], [(0, 2), (0, 0)], [(4, 4), (1, 4)], [(4, 0)]]"
9013,1,"[[(0, 0)], [(4, 0), (4, 4)], [(0, 2)], [(3, 0)], [(3, 3)], [(1, 4)], [(2, 3)], [(2, 1)], [(1, 2), (2, 2)]]"
9014,1,"[[(0, 0), (0, 2)], [(3, 0), (4, 0)], [(3, 3)], [(4, 4)], [(1, 2)], [(2, 3)], [(2, 1)], [(1, 4)], [(2, 2)]]"
9015,1,"[[(2, 1)], [(2, 2)], [(0, 0)], [(2, 3)], [(0, 2)], [(3, 3)], [(1, 2)], [(1, 4), (4, 4)], [(3, 0), (4, 0)]]"
9016,1,"[[(3, 3), (2, 3)], [(2, 1)], [(1, 2), (2, 2)], [(4, 4), (1, 4)], [(4, 0)], [(3, 0)], [(0, 0), (0, 2)]]"
9017,2,"[[(0, 0), (0, 2)], [(2, 1), (2, 2)], [(4, 0), (4, 4)], [(3, 3), (3, 0)], [(2, 3)], [(1, 2), (1, 4)]]"
9018,1,"[[(0, 0)], [(3, 3), (3, 0)], [(4, 0), (4, 4)], [(0, 2)], [(1, 4)], [(1, 2)], [(2, 1), (2, 2), (2, 3)]]"
9019,1,"[[(0, 2)], [(2, 3), (3, 3)], [(1, 2), (1, 4)], [(4, 0), (0, 0)], [(4, 4)], [(3, 0)], [(2, 1), (2, 2)]]"
9020,2,"[[(4, 4), (1, 4)], [(0, 0)], [(2, 1)], [(0, 2), (2, 2)], [(3, 3), (3, 0)], [(1, 2)], [(4, 0)], [(2, 3)]]"
9021,2,"[[(4, 0), (3, 0)], [(3, 3)], [(2, 1)], [(0, 0)], [(0, 2)], [(2, 3)], [(4, 4), (1, 4)], [(1, 2), (2, 2)]]"
9022,2,"[[(2, 1)], [(3, 0), (3, 3)], [(4, 0)], [(1, 2), (0, 2), (2, 2)], [(1, 4)], [(4, 4)], [(2, 3)], [(0, 0)]]"
9023,2,"[[(2, 1)], [(1, 4), (4, 4)], [(2, 3)], [(2, 2)], [(4, 0)], [(0, 2)], [(3, 0)], [(0, 0)], [(1, 2)], [(3, 3)]]"
9024,2,"[[(2, 2)], [(0, 2), (1, 2)], [(2, 1)], [(0, 0)], [(4, 4), (1, 4)], [(4, 0)], [(3, 0), (3, 3)], [(2, 3)]]"
9025,2,"[[(3, 3), (2, 3)], [(1, 2)], [(1, 4)], [(2, 1)], [(3, 0)], [(2, 2), (0, 2)], [(4, 0), (0, 0)], [(4, 4)]]"
9026,2,"[[(4, 4), (4, 0)], [(3, 3), (3, 0)], [(2, 3)], [(0, 2)], [(0, 0)], [(1, 4)], [(2, 1)], [(1, 2), (2, 2)]]"
9027,1,"[[(2, 1), (2, 2), (2, 3)], [(0, 0), (0, 2)], [(1, 2)], [(4, 0), (4, 4)], [(3, 0)], [(3, 3)], [(1, 4)]]"
9028,2,"[[(3, 0)], [(2, 1)], [(0, 0)], [(2, 3)], [(4, 4)], [(0, 2), (2, 2)], [(1, 2)], [(1, 4)], [(4, 0)], [(3, 3)]]"
9029,1,"[[(1, 4)], [(3, 3)], [(1, 2)], [(4, 4)], [(2, 3)], [(2, 1)], [(0, 2)], [(4, 0), (3, 0), (0, 0)], [(2, 2)]]"
9030,1,"[[(1, 4)], [(0, 2), (2, 2)], [(1, 2)], [(2, 1)], [(3, 3), (2, 3)], [(3, 0)], [(4, 0)], [(4, 4)], [(0, 0)]]"
9031,1,"[[(0, 2), (0, 0)], [(1, 4), (1, 2)], [(2, 1), (2, 3), (2, 2)], [(3, 3)], [(4, 0)], [(3, 0)], [(4, 4)]]"
9032,1,"[[(2, 3)], [(2, 2), (1, 2), (0, 2)], [(2, 1)], [(0, 0)], [(3, 0), (4, 0)], [(3, 3)], [(1, 4), (4, 4)]]"
9033,1,"[[(2, 1)], [(2, 2), (0, 2), (1, 2)], [(3, 3), (2, 3)], [(4, 0), (0, 0)], [(4, 4)], [(1, 4)], [(3, 0)]]"
9034,2,"[[(3, 0)], [(2, 1)], [(0, 2), (0, 0)], [(2, 2)], [(4, 4), (4, 0)], [(1, 2)], [(1, 4)], [(2, 3), (3, 3)]]"
9035,2,"[[(3, 3), (3, 0)], [(4, 0)], [(0, 2), (2, 2)], [(2, 1)], [(0, 0)], [(1, 4), (4, 4)], [(2, 3)], [(1, 2)]]"
9036,2,"[[(2, 1)], [(1, 2), (1, 4)], [(0, 2), (2, 2)], [(3, 0)], [(3, 3)], [(4, 4), (4, 0)], [(2, 3)], [(0, 0)]]"
9037,2,"[[(2, 1)], [(2, 2)], [(1, 4), (4, 4)], [(3, 0), (4, 0), (0, 0)], [(2, 3)], [(0, 2)], [(3, 3)], [(1, 2)]]"
9038,2,"[[(4, 0)], [(2, 1)], [(2, 3)], [(4, 4)], [(1, 2), (2, 2), (0, 2)], [(1, 4)], [(3, 0), (0, 0)], [(3, 3)]]"
9039,1,"[[(2, 1)], [(4, 4)], [(3, 3), (2, 3)], [(2, 2)], [(3, 0)], [(1, 2)], [(0, 2), (0, 0)], [(4, 0)], [(1, 4)]]"
9040,1,"[[(2, 2), (2, 3)], [(1, 2), (1, 4)], [(3, 0), (4, 0), (0, 0)], [(2, 1)], [(4, 4)], [(0, 2)], [(3, 3)]]"
9041,1,"[[(1, 4)], [(3, 3), (2, 3)], [(1, 2)], [(3, 0)], [(0, 0)], [(2, 2)], [(0, 2)], [(2, 1)], [(4, 0), (4, 4)]]"
9042,1,"[[(0, 2), (0, 0)], [(1, 4), (1, 2)], [(2, 2)], [(4, 0), (4, 4)], [(3, 3), (2, 3)], [(2, 1)], [(3, 0)]]"
9043,2,"[[(1, 4)], [(3, 3)], [(2, 3), (2, 2)], [(4, 0), (4, 4)], [(1, 2), (0, 2)], [(3, 0)], [(0, 0)], [(2, 1)]]"
9044,1,"[[(4, 0)], [(2, 2), (1, 2), (0, 2)], [(0, 0), (3, 0)], [(4, 4)], [(1, 4)], [(3, 3)], [(2, 1), (2, 3)]]"
9045,2,"[[(2, 1)], [(1, 2), (2, 2)], [(3, 0), (3, 3)], [(2, 3)], [(0, 2)], [(1, 4)], [(4, 0), (4, 4)], [(0, 0)]]"
9046,1,"[[(4, 4)], [(1, 2), (2, 2)], [(1, 4)], [(0, 2)], [(0, 0), (4, 0)], [(2, 1), (2, 3)], [(3, 0), (3, 3)]]"
9047,2,"[[(0, 2)], [(4, 0), (0, 0)], [(2, 2)], [(1, 2)], [(1, 4)], [(4, 4)], [(3, 3), (3, 0)], [(2, 1), (2, 3)]]"
9048,1,"[[(0, 2)], [(4, 4)], [(0, 0)], [(2, 1)], [(2, 2)], [(2, 3)], [(4, 0)], [(3, 0), (3, 3)], [(1, 2), (1, 4)]]"
9049,2,"[[(1, 4), (1, 2)], [(4, 4)], [(2, 1)], [(4, 0), (3, 0), (0, 0)], [(2, 2), (0, 2)], [(2, 3), (3, 3)]]"
9050,2,"[[(2, 1)], [(4, 4)], [(2, 2), (2, 3)], [(0, 2)], [(1, 4)], [(3, 3), (3, 0)], [(1, 2)], [(0, 0), (4, 0)]]"
9051,2,"[[(2, 3), (2, 2)], [(3, 0), (3, 3)], [(2, 1)], [(1, 2), (1, 4)], [(0, 2), (0, 0)], [(4, 0), (4, 4)]]"
9052,2,"[[(1, 2)], [(0, 0), (0, 2)], [(1, 4)], [(2, 2)], [(4, 4)], [(3, 0)], [(2, 1)], [(2, 3)], [(3, 3)], [(4, 0)]]"
9053,1,"[[(4, 0), (3, 0)], [(4, 4)], [(1, 4)], [(0, 0)], [(3, 3), (2, 3)], [(0, 2), (2, 2), (1, 2)], [(2, 1)]]"
9054,1,"[[(4, 0)], [(0, 0), (3, 0)], [(1, 4)], [(1, 2)], [(3, 3)], [(2, 3)], [(4, 4)], [(2, 1)], [(0, 2), (2, 2)]]"
9055,1,"[[(2, 3), (3, 3)], [(3, 0), (0, 0), (4, 0)], [(2, 1)], [(4, 4), (1, 4)], [(0, 2), (1, 2), (2, 2)]]"
9056,2,"[[(2, 3), (3, 3)], [(4, 0)], [(3, 0)], [(4, 4)], [(1, 4)], [(2, 1)], [(0, 0)], [(0, 2), (1, 2), (2, 2)]]"
9057,1,"[[(3, 3), (3, 0)], [(4, 0), (0, 0)], [(2, 3)], [(1, 4), (4, 4)], [(0, 2), (2, 2)], [(1, 2)], [(2, 1)]]"
9058,2,"[[(2, 3), (3, 3)], [(1, 4)], [(1, 2)], [(4, 0), (0, 0), (3, 0)], [(2, 1)], [(2, 2)], [(4, 4)], [(0, 2)]]"
9059,1,"[[(3, 3)], [(0, 0), (4, 0), (3, 0)], [(0, 2)], [(4, 4)], [(2, 3)], [(2, 1), (2, 2)], [(1, 2), (1, 4)]]"
9060,2,"[[(0, 0), (4, 0)], [(4, 4)], [(2, 2), (2, 1), (2, 3)], [(3, 0), (3, 3)], [(1, 4)], [(0, 2), (1, 2)]]"
9061,2,"[[(1, 2), (0, 2)], [(2, 3)], [(3, 0), (3, 3)], [(1, 4)], [(2, 2)], [(2, 1)], [(4, 4)], [(0, 0), (4, 0)]]"
9062,1,"[[(2, 2), (1, 2), (0, 2)], [(1, 4)], [(0, 0)], [(3, 0), (3, 3)], [(2, 1)], [(2, 3)], [(4, 0), (4, 4)]]"
9063,1,"[[(2, 1), (2, 2)], [(1, 2), (0, 2)], [(2, 3)], [(4, 0), (4, 4)], [(3, 3)], [(1, 4)], [(0, 0), (3, 0)]]"
